sid	analysis_id	barcode
ts7467	d9d27f13-d10a-4411-81d2-eddb0d0c2464	TCGA-G4-6304-01A-11R-1928-07
ts7468	66d3c6d5-22a1-4b4e-9b78-b18f8251b5a2	TCGA-CR-7393-01A-11R-2016-07
ts7469	4eff378f-ed9c-42ee-9206-35532c96900e	TCGA-85-7844-01A-11R-2125-07
ts7470	0d5374cd-0dc1-440f-9e43-c026cfb950b9	TCGA-BH-A1FC-11A-32R-A13Q-07
ts7471	edbbf093-6d41-4e17-b912-b1b1c686ef3c	TCGA-G9-6348-01A-11R-1789-07
ts7472	c2aed52e-a18c-4264-9cd8-6a7eea0c56d0	TCGA-BL-A13J-01B-04R-A277-07
ts7473	4f91a282-108c-4f67-9bc4-f500548401c1	TCGA-C5-A8XI-01A-11R-A37O-07
ts7474	eac129da-b138-48a1-a5ae-71d908a384a1	TCGA-4X-A9FA-01A-11R-A42C-07
ts7475	0dbd1852-e47e-40bd-91e4-c28d45024809	TCGA-68-8250-01A-11R-2296-07
ts7476	1eaaa6ae-61a8-47ff-b93b-e73c230853b0	TCGA-EY-A1GX-01A-12R-A13S-07
ts7477	777efb08-9769-4ee6-aa18-cd34fee5810e	TCGA-DD-AADY-01A-11R-A41C-07
ts7478	46b9148d-f0b3-4992-862f-9e7e164775df	TCGA-EA-A411-01A-11R-A24H-07
ts7479	433ce639-8319-43a1-bc25-43fb18647b22	TCGA-E8-A44K-01A-21R-A23W-07
ts7480	2cfabdde-ff5b-4584-9f98-41831a6eb28f	TCGA-BH-A0BS-11A-11R-A12P-07
ts7481	c499a927-f57b-4005-a4a1-0d0d0bb7896a	TCGA-VS-A8Q9-01A-12R-A37O-07
ts7482	754191d9-fa76-4f16-acd1-ce830eec1301	TCGA-44-2662-11A-01R-1758-07
ts7483	6597bf6c-7ee1-4cb6-b190-58bb013400ac	TCGA-B6-A1KI-01A-11R-A14M-07
ts7484	29ccf0cd-ef4e-4ac4-b862-4e5546762c1d	TCGA-HB-A43Z-01A-11R-A24X-07
ts7485	7b835da6-2fc3-4908-9f6f-43713db992f3	TCGA-GC-A6I3-11A-11R-A31N-07
ts7486	2da78a35-324b-42a0-92a6-4a0e7d7f2bf9	TCGA-D8-A73W-01A-22R-A352-07
ts7487	4a794811-8299-4798-b997-919bd16448bc	TCGA-BP-4782-01A-02R-1420-07
ts7488	fb821758-ff40-49b5-a5b5-fbfa490e50d5	TCGA-FE-A3PD-01A-11R-A220-07
ts7489	34aa42b1-c1f8-4bf0-b0ff-30ba9c3cf788	TCGA-18-5592-01A-01R-1635-07
ts7490	f627ed7b-ffab-408a-9724-2cf072df633a	TCGA-AR-A0TV-01A-21R-A084-07
ts7491	f4e82130-5315-4fc2-8632-8307ec022f13	TCGA-DU-7010-01A-11R-2027-07
ts7492	f28adde4-2132-498a-8711-4364ac750c42	TCGA-MP-A4TC-01A-11R-A24X-07
ts7493	ba778fb3-08d1-4129-bea6-c1d3d53fd1ea	TCGA-GS-A9U4-01A-11R-A39D-07
ts7494	6a7359b4-365d-47b1-a0b3-1e590716c895	TCGA-EL-A3GW-01A-11R-A206-07
ts7495	ff6a2b91-7a3b-41ce-a01a-74953b820536	TCGA-39-5027-01A-21R-1820-07
ts7496	6ae4f1ac-0eef-4442-a9d4-291534caae56	TCGA-EJ-7218-01B-11R-A32O-07
ts7497	e8a88ddf-7d80-45ac-a2a9-96adf919913d	TCGA-23-1023-01A-02R-1564-13
ts7498	37f08c18-306c-49fc-8369-270aac9c6d94	TCGA-FS-A1ZE-06A-11R-A18T-07
ts7499	84813cac-fe2a-48e7-b97a-3e889a654e25	TCGA-CQ-5330-01A-01R-1686-07
ts7500	5f005937-1865-41ef-84d2-31d93238e5c5	TCGA-AB-3006-03A-01T-0736-13
ts7501	cfc52798-668d-4428-818d-2e77ac39c882	TCGA-G9-7509-01A-11R-A41O-07
ts7502	148d30e1-3428-40d8-893b-03f95fc9054f	TCGA-KC-A7FA-01A-21R-A33R-07
ts7503	387b9809-1f21-45b0-bc61-d8151446f0e6	TCGA-XE-AANV-01A-11R-A431-07
ts7504	88044802-ef84-4451-a541-7e65d5aa652a	TCGA-DD-AAD1-01A-11R-A41C-07
ts7505	b47d4eea-4457-4619-a12a-1e3b48efacfa	TCGA-LN-A5U7-01A-11R-A31P-31
ts7506	3480eb14-943d-41b3-bffe-ed4ee1168712	TCGA-G8-6914-01A-11R-2213-07
ts7507	475e606c-5faa-4362-ad1c-c491b5380294	TCGA-S7-A7WX-01A-11R-A35L-07
ts7508	3b939f91-a746-491b-812b-8eb44dd14c86	TCGA-86-7713-01A-11R-2066-07
ts7509	5daed16d-beae-4972-98f4-815451849857	TCGA-HT-7857-01A-11R-2403-07
ts7510	436d4537-37b7-4cae-9476-d5cbe6f9dc0a	TCGA-D5-6534-01A-21R-1928-07
ts7511	ab9970fd-e7aa-41f2-8e44-d8cf9792bb5c	TCGA-EJ-7123-01A-11R-1965-07
ts7512	18187492-da4a-4371-b444-b6fcd54edd5c	TCGA-FV-A3I1-01A-11R-A22L-07
ts7513	9d64fe50-c860-4a40-baac-d3ba2073e742	TCGA-EB-A24D-01A-11R-A18T-07
ts7514	eeddfaa8-1a12-47a2-859a-a9d710471b64	TCGA-38-4628-01A-01R-1206-07
ts7515	1e8ada0d-486f-440e-b352-2f708d2abc9a	TCGA-DU-A7TG-01A-21R-A34R-07
ts7516	0e559835-8a90-4345-890b-1aa57dd122a8	TCGA-IR-A3LB-01A-11R-A24H-07
ts7517	34b035ca-d024-4556-931b-02fcbd0ee18e	TCGA-C5-A1MI-01A-11R-A14Y-07
ts7518	d48fde1e-5f84-4b73-9b13-03329cb17c3b	TCGA-BC-A10Z-01A-11R-A131-07
ts7519	36349eb3-10a5-4b2e-8f65-36c0c21d9bb8	TCGA-WN-AB4C-01A-11R-A42S-07
ts7520	1426496a-fbe2-4a55-9d7e-d8bf4e199509	TCGA-BP-4974-01A-01R-1334-07
ts7521	88f00cf7-7ba3-43d2-8a05-f763604d3bcd	TCGA-66-2742-01A-01R-0980-07
ts7522	fbcbface-b64b-4b0d-b056-ca62b3f64443	TCGA-DX-A6B9-01A-12R-A32Q-07
ts7523	05c7e1d4-f9b1-4f32-8d09-af4aeef4d31c	TCGA-QF-A5YS-01A-11R-A31O-07
ts7524	f68bee8f-9b8a-4b60-8b03-423e678d638a	TCGA-AC-A62Y-01A-11R-A29R-07
ts7525	fe0040ec-568e-4713-afbd-d24fb9d2b273	TCGA-VS-A9UC-01A-11R-A42T-07
ts7526	7f3cdabb-b9c5-46b2-a0df-bf74ca3b346c	TCGA-BS-A0V7-01A-21R-A118-07
ts7527	1c1513dc-c3fa-4da8-a1b2-6bf4b6248782	TCGA-E7-A519-01A-11R-A26T-07
ts7528	b117b0c4-ebee-4250-a3ae-3a9b7d962ef1	TCGA-B9-4114-01A-01R-1193-07
ts7529	24f0af7f-e4eb-4625-9e09-e481c99164e4	TCGA-FD-A3SQ-01A-21R-A22U-07
ts7530	d1649137-aa3d-40b7-bb5c-e34ef7129b2a	TCGA-W5-AA31-01A-11R-A41I-07
ts7531	dd25d600-4675-4c6d-b86f-d132344e4bd7	TCGA-AR-A1AL-01A-21R-A12P-07
ts7532	88c66027-f9bb-43f3-af2a-37acff4c3c03	TCGA-NH-A50V-01A-11R-A28H-07
ts7533	4b268fe8-9355-4768-97cb-bdae576fd04b	TCGA-AA-A017-01A-01R-A00A-07
ts7534	f4d9ba07-a71d-4ed7-82c8-121c1d12df8c	TCGA-AG-A01J-01A-01R-A00A-07
ts7535	7f9b0041-becc-45a0-b5be-059426574e90	TCGA-ET-A2MX-01A-11R-A23N-07
ts7536	1acec431-4d82-4a08-985a-5aad6a5ddbb0	TCGA-DH-5144-01A-01R-1470-07
ts7537	ca9e54fe-9b22-4d88-83f4-0af418874545	TCGA-E2-A14X-01A-11R-A115-07
ts7538	a5cb8bc4-f2da-4b5f-8d5a-428071a7ad48	TCGA-EL-A3GV-01A-11R-A21D-07
ts7539	a014e6fb-d46e-47d0-9d1e-640d8a9a6857	TCGA-CQ-5332-01A-01R-1686-07
ts7540	85cb97af-35c8-4ac2-aa0f-e350c21bfb59	TCGA-66-2763-01A-01R-0851-07
ts7541	dcd2ea41-1dac-49a6-8714-0cf7919984a6	TCGA-A2-A0ET-01A-31R-A034-07
ts7542	b391b364-bed1-419e-9abe-40104a413532	TCGA-09-1661-01B-01R-1566-13
ts7543	86c1c74a-96f1-4488-9cac-d3b5bb67cbf0	TCGA-BH-A0GY-01A-11R-A056-07
ts7544	59140323-c72a-46b6-bf6e-00d6a2d0a84c	TCGA-EI-6881-01A-11R-A32Z-07
ts7545	84e5679d-94b5-4322-9d5b-284fad26c74f	TCGA-BR-A44T-01A-32R-A24K-31
ts7546	a248a7c8-353a-4890-8453-0398dae660e1	TCGA-A6-6780-01B-04R-A277-07
ts7547	ef82ddd6-6315-4166-8cc7-b4019279b4a7	TCGA-63-A5MI-01A-12R-A27Q-07
ts7548	6dc3e8b2-26e5-4757-9d80-53a13976245d	TCGA-CM-5864-01A-01R-1653-07
ts7549	dc466540-2d75-48bc-b289-2f14ba04ab0c	TCGA-BJ-A45D-01A-11R-A23W-07
ts7550	7fc8a6c8-c734-46d8-af0a-cd86c1268c03	TCGA-77-8128-01A-11R-2247-07
ts7551	e8bfb1cc-1b28-47be-b867-c07e1c9f9d22	TCGA-E9-A1N6-11A-32R-A144-07
ts7552	82b534bc-1e8a-426c-b30a-ede48b1fab5e	TCGA-G3-AAV2-01A-11R-A37K-07
ts7553	6aeb023f-460d-4daf-a787-204c9cd14e5e	TCGA-DJ-A1QD-01A-11R-A14Y-07
ts7554	71a07c53-7e36-4c21-8078-db9e2c64e377	TCGA-FI-A2D4-01A-12R-A17B-07
ts7555	3bb616cc-9a34-4a08-830d-f8d0fb6881ee	TCGA-LN-A49S-01A-11R-A24K-31
ts7556	10859f72-0767-4864-9d5f-11617e0a0275	TCGA-AO-A03V-01A-11R-A115-07
ts7557	981a5fd0-98a8-4aaf-8a55-67c3d6f141db	TCGA-AG-3742-01A-11R-1660-07
ts7558	cf26fa47-e0be-4680-9cb5-72fe223f77c8	TCGA-LT-A8JT-01A-11R-A36F-07
ts7559	70b1d076-91b2-49f2-9d3b-aca13e7c7ef6	TCGA-J4-AATV-01A-11R-A41O-07
ts7560	cc302b52-3e6b-4a4a-a814-d3455975db6c	TCGA-A6-6780-01A-11R-A278-07
ts7561	57fbf43c-2672-4097-8423-0d0707551702	TCGA-A6-6780-01A-11R-1839-07
ts7562	592e5f7d-5933-4aab-9f00-4be24884d2b5	TCGA-DX-A2J0-01A-11R-A21T-07
ts7563	9631c4f7-e460-48d8-87f5-a288739caa39	TCGA-DX-A8BJ-01A-11R-A41I-07
ts7564	7f173197-09f5-46ac-ba38-d99c77c769d2	TCGA-AO-A12E-01A-11R-A10J-07
ts7565	84f74644-babd-47b4-ae77-f09f816b4c18	TCGA-EC-A1QX-01A-31R-A16F-07
ts7566	e2cf8377-b97d-4f85-a6f6-5ea6bc2ecde9	TCGA-OL-A5D8-01A-11R-A27Q-07
ts7567	84a51dc7-1fb2-4241-9f0d-419ad8e2da1d	TCGA-DJ-A13V-01A-11R-A10U-07
ts7568	dbdecb86-09ff-4d30-972c-6fc0e4d1496d	TCGA-61-1910-01A-01R-1567-13
ts7569	7f0da44b-0375-4c7a-bbca-b74964003bfb	TCGA-CH-5767-01A-11R-1789-07
ts7570	ce460b29-9a8e-4b3e-9311-33f43a7b53c8	TCGA-CG-4437-01A-01R-1802-13
ts7571	7c4a3094-8955-4b9a-ab2b-55766664392a	TCGA-EI-7004-01A-11R-1928-07
ts7572	be32e2ef-84ec-4f60-8eca-7c8c058baf32	TCGA-DK-AA6T-01A-11R-A39I-07
ts7573	8fcec2d5-3556-4b20-a75b-c0d050a48ecd	TCGA-EW-A3E8-01B-11R-A24H-07
ts7574	4392155f-f82f-4b4d-ab91-b23b57209a41	TCGA-DD-AAEB-01A-11R-A41C-07
ts7575	ed3a3e43-b4c4-43b2-a463-c54c250eb544	TCGA-CV-7429-01A-11R-2132-07
ts7576	56ff0a86-0a56-4ce3-a37b-5d330dde98b5	TCGA-BR-A4QI-01A-12R-A251-31
ts7577	f431b6aa-f5de-462f-818c-392c038c2b20	TCGA-S9-A6UA-01A-12R-A33Z-07
ts7578	d82a0301-1799-454e-b4e1-ac96101ff47d	TCGA-G3-A3CJ-01A-11R-A213-07
ts7579	240a0058-40f8-456c-80c7-d0b347557d8a	TCGA-DJ-A3V9-01A-11R-A23N-07
ts7580	6a56f7d3-736c-4cf3-8ee0-46a81d30c3aa	TCGA-US-A77E-01A-11R-A32O-07
ts7581	a41edd3f-e7a7-4fa9-8602-5e2c1594908c	TCGA-O2-A52Q-01A-11R-A26W-07
ts7582	9c2529b2-d364-455e-9702-f89ad879f055	TCGA-CR-7382-01A-11R-2132-07
ts7583	555026fa-3bd0-48bc-853a-fe22e5aa01d6	TCGA-49-AARR-01A-11R-A41B-07
ts7584	f9b85688-d8f2-4a84-b895-b747aef3f262	TCGA-BR-6453-01A-11R-1802-13
ts7585	a041e76c-00e7-46c8-9024-514fcd6ba3bb	TCGA-BP-4164-01A-02R-1325-07
ts7586	467d3e52-5aa3-4f42-9ec3-d1e377d75a6c	TCGA-60-2698-01A-01R-0851-07
ts7587	3f6b364a-2f65-48df-806f-7863d1406888	TCGA-AA-3531-11A-01R-A32Z-07
ts7588	52842f07-3ca8-4187-9af9-ea485ec0736f	TCGA-AO-A03T-01A-21R-A034-07
ts7589	2a0c2a55-dc9f-4e69-b82f-fca07313b7bc	TCGA-2A-AAYO-01A-11R-A41O-07
ts7590	f03dd7a1-3225-4e2b-a671-4677ac1c2904	TCGA-AR-A254-01A-21R-A169-07
ts7591	559248ea-a90d-488d-aa22-87521d3521ea	TCGA-G9-6379-01A-11R-A31N-07
ts7592	b56b3a2c-6f91-411e-ac7f-2d76dfa579bc	TCGA-NC-A5HD-01A-11R-A26W-07
ts7593	bd6b617f-e9d3-4bd3-851c-57cb8cf9d5f1	TCGA-IB-7890-01A-12R-2204-07
ts7594	fbf9018c-d5af-4181-b7a6-183c802a7d63	TCGA-B0-5710-01A-11R-1672-07
ts7595	b8d2a329-7fc0-4dd1-867d-25cd7ca1efe9	TCGA-CJ-4897-01A-03R-1426-07
ts7596	d89996ee-cda0-4c29-bebd-cac54d67632a	TCGA-BR-8081-01A-11R-2343-13
ts7597	80a85d80-94a5-45c2-b7db-0ec689890010	TCGA-AB-2859-03A-01T-0736-13
ts7598	b062ed03-d574-4d4f-ab75-2f9ac250a9fb	TCGA-DX-A7ER-01A-11R-A36F-07
ts7599	3712ff7f-d96b-4e2a-87d2-c6780b12f553	TCGA-EM-A22J-01A-11R-A180-07
ts7600	58f32c34-1979-4c3a-a3ee-ffbbc3c4ed8f	TCGA-B2-4101-01A-02R-1277-07
ts7601	b24d7a0c-7f4d-4560-9e03-48fd48b13850	TCGA-XF-A9ST-01A-11R-A42T-07
ts7602	fdf0aca6-f9ee-4682-8f11-386b3722b37c	TCGA-13-0800-01A-01R-1564-13
ts7603	1977f95d-5616-448b-b154-51c81f90204f	TCGA-BH-A0DS-01A-11R-A056-07
ts7604	79927b72-6010-4be2-8e0e-0aaa0eb347e7	TCGA-DX-A6YR-01A-33R-A355-07
ts7605	3788b964-446b-4f3a-a909-1bc0e25c7edb	TCGA-ET-A3BW-01A-11R-A19O-07
ts7606	beac6ce9-f180-4e01-a41f-ad0446ceb1ce	TCGA-BT-A0S7-01A-11R-A10U-07
ts7607	63dd8e85-fa6a-43f7-aadb-effb20773f1c	TCGA-VQ-A91Y-01A-11R-A414-31
ts7608	0cc91a13-32d9-4262-a33d-264096b4102c	TCGA-A3-A8OX-01A-11R-A37O-07
ts7609	f10c16ea-40b1-4000-ae32-fd25e7f963f2	TCGA-97-A4M1-01A-11R-A24X-07
ts7610	9459c916-5901-498b-a58d-cd7c8116fd7a	TCGA-BR-8679-01A-11R-2402-13
ts7611	b261570b-d4df-4b22-901f-83daeef46563	TCGA-BH-A0DT-11A-12R-A12D-07
ts7612	1b88b184-bc65-4406-a286-0fc94d61eea4	TCGA-AB-2995-03A-01T-0735-13
ts7613	2483e519-89c5-46b4-8606-a38038439632	TCGA-D8-A1XV-01A-11R-A14M-07
ts7614	db547aab-382f-4532-804a-0c985e418774	TCGA-49-6744-01A-11R-1858-07
ts7615	1f1b8abd-9770-42eb-b4dd-d26f9108ae7e	TCGA-DA-A1I0-06A-11R-A20F-07
ts7616	71058fb0-2512-4bae-a238-6fa152153682	TCGA-WC-A888-01A-11R-A405-07
ts7617	040975c2-96f2-4ab9-a5dd-fc717f2b5a7b	TCGA-SR-A6MQ-01A-11R-A35L-07
ts7618	3efe62ae-179f-4e33-953f-45fd104a1caf	TCGA-DK-A1A5-01A-11R-A13Y-07
ts7619	23ed1ead-2749-43b4-bb18-ae8746e63ca0	TCGA-FD-A5BZ-01A-11R-A28M-07
ts7620	c3de37df-a51b-45a0-9470-cda62f56c5cd	TCGA-IB-7888-01A-11R-2156-07
ts7621	1c351455-3d8d-43ad-bce0-1b8c107e8b3c	TCGA-BR-8078-01A-11R-2343-13
ts7622	b8613235-d941-46f6-afc7-f8763a0388ba	TCGA-AG-3599-01A-02R-0826-07
ts7623	de1748e8-d3bf-4b27-b83c-9e7ee112b9f6	TCGA-KS-A4I9-01A-11R-A250-07
ts7624	f19c70ef-9b8b-4d6b-8384-8d90a48a812f	TCGA-DK-A2I4-01A-11R-A21D-07
ts7625	56551b1f-d205-448b-9c63-77949162a9c3	TCGA-V1-A8MF-01A-11R-A36G-07
ts7626	9b8499c1-1985-4f36-8813-3af5f389488a	TCGA-BH-A1ES-01A-11R-A137-07
ts7627	103d187d-c4fe-4cf3-8f6a-41dda5ba2763	TCGA-JY-A93D-01A-11R-A38D-31
ts7628	b7a4cb59-3c94-41bc-a86c-a52dbb7c9238	TCGA-A2-A0CZ-01A-11R-A034-07
ts7629	5c237f49-2374-462c-b39f-d301c7663b41	TCGA-C8-A12K-01A-21R-A115-07
ts7630	9ae41628-79be-454c-abcc-d3c669567a90	TCGA-2J-AABR-01A-11R-A41B-07
ts7631	c266f929-2d88-40b4-8e11-59fa500097bd	TCGA-CV-7434-11A-01R-2132-07
ts7632	93e0bbb5-4cc1-466f-9896-1d1b2d4094c6	TCGA-AB-2835-03A-01T-0736-13
ts7633	0e564bf3-35ca-4f10-b2c7-074cde58be1c	TCGA-YL-A8SR-01B-11R-A37L-07
ts7634	d10d6aa2-fee5-444b-8924-d5d3561eb66b	TCGA-D8-A1JS-01A-11R-A13Q-07
ts7635	b754beec-8932-4a8a-8658-4c4e8186a7f8	TCGA-QR-A6H2-01A-11R-A35K-07
ts7636	05277997-8b27-4f64-b789-66dc39eb7bea	TCGA-HW-A5KJ-01A-12R-A27Q-07
ts7637	2f68ffe0-7b0f-4af9-9ebf-f675d5db98c7	TCGA-ZF-AA53-01A-11R-A39I-07
ts7638	4fb9973b-eeaf-48a6-bd21-629a5e80fca4	TCGA-HT-8010-01A-11R-2403-07
ts7639	b6b1d1ca-3049-459a-b131-643d88e8e87d	TCGA-HC-7209-01A-11R-2118-07
ts7640	05c9fb7a-cf7a-46da-be27-ff7f4d80a0e2	TCGA-VW-A7QS-01A-12R-A33Z-07
ts7641	c2f3305b-6572-494b-833c-967eca421113	TCGA-BJ-A0Z9-01A-11R-A10U-07
ts7642	cb9a424b-022c-490a-a7df-9baebe213262	TCGA-HC-7737-11A-02R-2118-07
ts7643	c995908c-1387-4c7b-a220-f374e6195a7e	TCGA-BC-A110-11A-11R-A131-07
ts7644	d5e14be3-6daf-4045-a413-e714ad311d0f	TCGA-CV-7245-11A-01R-2016-07
ts7645	17dc572d-0ecb-4e15-9629-f75426451f86	TCGA-IG-A3YA-01A-11R-A24K-31
ts7646	54d264f4-6324-4db1-b3ab-a775beb472d9	TCGA-2Y-A9H8-01A-11R-A39D-07
ts7647	fa81d409-7827-44be-b789-128b85b76bd7	TCGA-JY-A6FA-01A-11R-A336-31
ts7648	18f4b2da-6f92-4c19-950e-ef25ce3770f8	TCGA-G9-6496-11A-01R-1789-07
ts7649	515f6412-5df6-469b-a149-66dd5bf2e5fd	TCGA-EM-A22O-01A-11R-A180-07
ts7650	5c27c51a-8a49-4ff8-b401-c2ef4bdc289b	TCGA-2G-AAG7-01A-11R-A430-07
ts7651	7e9912d5-9100-4d74-bd3a-0c33225a4432	TCGA-22-5472-01A-01R-1635-07
ts7652	fbb55713-2bfe-441e-a2c4-9d55e4d5a6fa	TCGA-B2-5641-11A-01R-1541-07
ts7653	bc9128bc-650d-4dc7-a5a8-3350b5b42f41	TCGA-OR-A5LT-01A-11R-A29S-07
ts7654	a131fa22-fe59-4ead-bdec-864c9e8f6bae	TCGA-BH-A0HK-11A-11R-A089-07
ts7655	40f0a01d-baa1-4f76-93c5-19665b2cf44f	TCGA-DD-AAVW-01A-11R-A41C-07
ts7656	cb1602bf-c139-4a0f-aaa0-c00568ff3fc7	TCGA-EJ-5498-01A-01R-1580-07
ts7657	537931c2-f26b-486c-ad6d-2c83c30407b3	TCGA-B8-4619-11A-01R-1758-07
ts7658	fce6d281-bc40-409c-b3ca-62327ddd6f5e	TCGA-62-8395-01A-11R-2326-07
ts7659	21a23647-5bce-4663-9c63-b1456c21503e	TCGA-A3-3306-01A-01R-0864-07
ts7660	3cb90a71-f1ea-4fe0-a293-b2bf924eeff7	TCGA-BH-A0AZ-01A-21R-A12P-07
ts7661	c89d6b99-90ac-4baa-8520-1d60ee9528d6	TCGA-BR-7707-01A-11R-2055-13
ts7662	aad2b942-019b-499e-9a30-75ed4ce4d4d7	TCGA-XV-AB01-06A-12R-A40A-07
ts7663	b50427f3-588c-464c-836b-c00cc9b1be34	TCGA-55-A48Y-01A-11R-A24H-07
ts7664	34ec162a-ca44-4c08-b358-93169ac9c9fe	TCGA-DU-5851-01A-13R-1896-07
ts7665	31aa9f73-2a1c-4d33-951e-66d454997132	TCGA-DJ-A13L-01A-11R-A220-07
ts7666	b95b6b3d-4336-4726-8c4b-4b4f230ddca5	TCGA-CJ-4923-01A-01R-1426-07
ts7667	a0f6edcf-f6be-48c9-a47d-ad7a8cd14a7a	TCGA-DX-A7EN-01A-11R-A39D-07
ts7668	8fe6b2e3-5fba-4757-9d88-8057fa5f5aa2	TCGA-B8-A54I-01A-21R-A33J-07
ts7669	922e7eb8-c3de-45d0-8f1c-71e5e09e41d1	TCGA-RW-A686-06A-11R-A35K-07
ts7670	1bbfe4d5-8fd9-4d1e-bc97-3d59a6153991	TCGA-B0-5712-01A-11R-1672-07
ts7671	ead806d9-515e-4246-8570-a3cb119c1300	TCGA-FD-A62O-01A-11R-A30C-07
ts7672	91affa70-43e2-4dd7-97ae-0497a7f8115d	TCGA-WJ-A86L-01A-12R-A39D-07
ts7673	b2139e89-b795-42dc-bb53-e4a3c7fbc3ab	TCGA-DC-6154-01A-31R-1928-07
ts7674	04993859-53d0-4b5d-9b4c-44a587c194bc	TCGA-QR-A6GS-01A-11R-A35K-07
ts7675	9343d463-cc62-4f14-a7c8-68a6ef4e43eb	TCGA-ZP-A9CY-01A-11R-A38B-07
ts7676	c62377e1-232c-4266-bee3-17dab4a67db2	TCGA-CV-7236-01A-11R-2016-07
ts7677	9bb97864-c3c0-438e-ae65-e00b91ac5c0e	TCGA-DU-8166-01A-11R-2256-07
ts7678	73de59af-9134-4eee-880a-f84acc16c082	TCGA-2G-AAFY-01A-11R-A430-07
ts7679	07003035-620e-4b1e-ad71-f71caafb87f7	TCGA-VM-A8CD-01A-11R-A36H-07
ts7680	23daf712-bd60-4b1c-8761-6060f04a971f	TCGA-M7-A722-01A-12R-A36G-07
ts7681	7c360090-c29c-414c-9511-d8d79d02a8ee	TCGA-BH-A0B7-11A-34R-A115-07
ts7682	9f3c50fe-db53-48cb-a01b-a69bc80c65b9	TCGA-EE-A2GK-06A-11R-A18S-07
ts7683	6adb30fd-fe7f-45fa-9fd4-81d4bd11dd65	TCGA-J8-A3O2-01A-11R-A23N-07
ts7684	80e80d4b-f5f2-4a0b-8985-ec76a201f4e0	TCGA-QT-A7U0-01A-11R-A35K-07
ts7685	d63ffc84-195f-4f92-be9f-5d2f4819cdef	TCGA-BQ-5884-11A-01R-1592-07
ts7686	4443ff73-b876-4694-98bc-80afd5008ae6	TCGA-TS-A8AY-01A-21R-A40A-07
ts7687	d1d1b24c-6f9f-4602-b109-35a6d811a33a	TCGA-22-5485-01A-01R-1635-07
ts7688	d56fb05e-1376-4478-a365-a2f62db92442	TCGA-2G-AAFI-01A-21R-A430-07
ts7689	dab2f31d-068a-4279-8e95-9ffcb82e5e05	TCGA-E6-A1M0-11A-11R-A144-07
ts7690	812b44b3-713e-4c01-a860-cfabfc28fda8	TCGA-CE-A481-01A-21R-A23W-07
ts7691	0eeb2cb0-fd87-4d13-951d-0a6892f2ff20	TCGA-KL-8346-01A-11R-2315-07
ts7692	3f616072-a8e6-47ee-ba29-323b344f77ce	TCGA-S9-A7J2-01A-11R-A34F-07
ts7693	ebe0a66e-0ea2-4386-adf4-0d42a195a401	TCGA-CS-6665-01A-11R-1896-07
ts7694	b329de09-309f-4ebf-991d-79115c0b8053	TCGA-XF-A9SU-01A-31R-A39I-07
ts7695	d4fcd63a-4646-4263-98b9-5aeac0e69460	TCGA-TM-A7CF-01A-11R-A32Q-07
ts7696	f2be3b12-f4b1-4076-a2fe-739271d19662	TCGA-A6-6142-01A-11R-1774-07
ts7697	3945fe90-44f2-438a-a8e6-fb89b2003499	TCGA-A2-A04X-01A-21R-A034-07
ts7698	bdf33c0a-410d-458f-b3d9-62e65aa7f06e	TCGA-AG-A008-01A-01R-A002-07
ts7699	444882a5-3a7c-4a68-b4db-a2571eb72003	TCGA-KS-A4IB-01A-11R-A250-07
ts7700	dd8d9297-0a5f-48dc-8ac6-80537f5d0d1b	TCGA-EW-A1OZ-01A-11R-A144-07
ts7701	a0be369d-8631-4658-bdf9-d0cb0a386228	TCGA-AX-A0J1-01A-11R-A040-07
ts7702	d91ea2d5-59c5-44f0-84ef-1282e9cc4104	TCGA-2G-AAFJ-01A-11R-A430-07
ts7703	327482fe-d12c-4e2e-8dab-9e5ba1ba00fa	TCGA-BH-A0BT-11A-21R-A12P-07
ts7704	dab394a4-a14f-488d-8cac-d3a3a790dc0e	TCGA-B0-5104-01A-01R-1420-07
ts7705	ab944965-b052-4307-b437-b1dbb3d8e4b3	TCGA-CN-6019-01A-11R-1686-07
ts7706	59f062b0-4e5a-4cee-99e5-6ec39138caf0	TCGA-BS-A0TJ-01A-11R-A104-07
ts7707	117ceeba-545c-4cbe-955d-741f03c5935e	TCGA-B5-A11W-01A-12R-A118-07
ts7708	7395bc91-f2f8-41aa-ac7c-35d3c40d56ba	TCGA-BB-4225-01A-01R-1436-07
ts7709	ea89f016-9895-4363-b6de-fe1507d5f1a1	TCGA-DK-AA71-01A-31R-A39I-07
ts7710	10f3a64a-149f-45ed-a38d-78a0413ad389	TCGA-EO-A3KW-01A-11R-A22K-07
ts7711	ccd4ff53-65ff-4454-aadb-c39b1d37e3d7	TCGA-DJ-A3UO-01A-11R-A22L-07
ts7712	26c4c591-8895-4732-80a3-f4e7d1c59062	TCGA-DJ-A13X-01A-11R-A10U-07
ts7713	f5ea2513-5a11-4c36-9f99-3b178cef09c3	TCGA-N9-A4Q8-01A-31R-A28V-07
ts7714	9ba079b4-56eb-48f4-bf4a-322b0d156199	TCGA-IR-A3LC-01A-11R-A213-07
ts7715	851891b0-09c5-4007-b8dc-ba42533778ca	TCGA-D7-8578-01A-21R-2343-13
ts7716	0b98e30c-aee0-49af-bfc1-85525a5e6f39	TCGA-HC-7752-11A-01R-2118-07
